id,filename,action,habitat,habitat_forest,habitat_urban,habitat_open,habitat_misc,max_habitat_prob,dominant_habitat
1014153,1014153.wav,kept_confident,Forest,0.9177823539274398,0.0,0.0822176460725602,0.0,0.9177823539274398,forest
101540,101540.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
1021956,1021956.wav,kept_confident,Forest,0.7414304813806385,0.0164123798729933,0.1746169596323394,0.0675401791140285,0.7414304813806385,forest
1022357,1022357.wav,kept_confident,Open,0.2561581868490896,0.0062358322375585,0.7376059809133518,0.0,0.7376059809133518,open
1026810,1026810.wav,kept_confident,Forest,0.9462482535653918,0.0,0.0537517464346082,0.0,0.9462482535653918,forest
102745,102745.wav,kept_mixed,Forest,0.6428571428571428,0.0,0.3571428571428571,0.0,0.6428571428571428,forest
1027609,1027609.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
1027966,1027966.wav,kept_mixed,Forest,0.5552408727162493,0.062717942816296,0.3820411844674546,0.0,0.5552408727162493,forest
1027968,1027968.wav,kept_mixed,Forest,0.5552408727162493,0.062717942816296,0.3820411844674546,0.0,0.5552408727162493,forest
1027970,1027970.wav,kept_confident,Forest,0.8545336832340089,0.0841032175852182,0.0398468234742371,0.0215162757065355,0.8545336832340089,forest
1027971,1027971.wav,kept_confident,Forest,0.8545336832340089,0.0841032175852182,0.0398468234742371,0.0215162757065355,0.8545336832340089,forest
1028650,1028650.wav,deleted_misc,Misc,0.3349453373436031,0.0,0.062784888269961,0.6022697743864359,0.6022697743864359,misc
1028652,1028652.wav,deleted_misc,Misc,0.3349453373436031,0.0,0.062784888269961,0.6022697743864359,0.6022697743864359,misc
1028744,1028744.wav,kept_confident,Forest,0.7979598727925172,0.0009910660971454,0.2010490611103373,0.0,0.7979598727925172,forest
1029167,1029167.wav,kept_confident,Forest,0.9294919426164816,0.0363321699459378,0.0341758874375803,0.0,0.9294919426164816,forest
1029187,1029187.wav,kept_mixed,Open,0.2653822531573339,0.2801732145031593,0.4542178815887595,0.0002266507507472,0.4542178815887595,open
1029575,1029575.wav,kept_confident,Forest,0.9294919426164816,0.0363321699459378,0.0341758874375803,0.0,0.9294919426164816,forest
1029577,1029577.wav,kept_confident,Forest,0.9294919426164816,0.0363321699459378,0.0341758874375803,0.0,0.9294919426164816,forest
1029578,1029578.wav,kept_confident,Forest,0.9294919426164816,0.0363321699459378,0.0341758874375803,0.0,0.9294919426164816,forest
1029580,1029580.wav,kept_confident,Forest,0.9294919426164816,0.0363321699459378,0.0341758874375803,0.0,0.9294919426164816,forest
1029581,1029581.wav,kept_confident,Forest,0.9294919426164816,0.0363321699459378,0.0341758874375803,0.0,0.9294919426164816,forest
1029582,1029582.wav,kept_confident,Forest,0.9294919426164816,0.0363321699459378,0.0341758874375803,0.0,0.9294919426164816,forest
1029583,1029583.wav,kept_confident,Forest,0.9294919426164816,0.0363321699459378,0.0341758874375803,0.0,0.9294919426164816,forest
1029835,1029835.wav,kept_confident,Forest,0.8692947625110596,0.1031496147953128,0.0275556226936274,0.0,0.8692947625110596,forest
1029870,1029870.wav,kept_confident,Forest,0.9779625288687716,0.0150295736327983,0.0070078974984299,0.0,0.9779625288687716,forest
1030021,1030021.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
1031069,1031069.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
1031070,1031070.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
1031071,1031071.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
103185,103185.wav,kept_confident,Urban,0.0,0.7834394904458598,0.2165605095541401,0.0,0.7834394904458598,urban
103203,103203.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
103416,103416.wav,kept_confident,Forest,0.980891719745223,0.0,0.019108280254777,0.0,0.980891719745223,forest
103417,103417.wav,kept_confident,Forest,0.980891719745223,0.0,0.019108280254777,0.0,0.980891719745223,forest
1034707,1034707.wav,kept_confident,Open,0.2269253987221403,0.0628466857318872,0.7102279155459725,0.0,0.7102279155459725,open
1035293,1035293.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
1035298,1035298.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
1036917,1036917.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
1037674,1037674.wav,kept_mixed,Forest,0.6287678388424864,0.2997731576517681,0.0714590035057453,0.0,0.6287678388424864,forest
1038330,1038330.wav,kept_confident,Open,0.0082594643305865,0.0576264871281638,0.9341140485412496,0.0,0.9341140485412496,open
1038331,1038331.wav,kept_confident,Open,0.0082594643305865,0.0576264871281638,0.9341140485412496,0.0,0.9341140485412496,open
1038433,1038433.wav,kept_mixed,Open,0.1579471567997422,0.0005368191958001,0.4971984444862942,0.3443175795181634,0.4971984444862942,open
1039287,1039287.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
1040237,1040237.wav,kept_mixed,Forest,0.4733636635571231,0.4507742554834401,0.0,0.0758620809594368,0.4733636635571231,forest
1040944,1040944.wav,kept_confident,Forest,0.9024279934148148,0.0,0.0975720065851852,0.0,0.9024279934148148,forest
1041456,1041456.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
1041642,1041642.wav,kept_mixed,Forest,0.3697290412420993,0.306558836282374,0.0112757033503994,0.3124364191251273,0.3697290412420993,forest
1041719,1041719.wav,kept_mixed,Open,0.0803418620042018,0.1148045029269685,0.5349717865648264,0.2698818485040031,0.5349717865648264,open
1041783,1041783.wav,kept_confident,Open,0.0091423894146312,0.0372148057200993,0.8999139394209434,0.0537288654443258,0.8999139394209434,open
1043799,1043799.wav,kept_mixed,Open,0.3199045564228471,0.1006858486475495,0.5794095949296033,0.0,0.5794095949296033,open
1043808,1043808.wav,kept_confident,Forest,0.997775890795282,0.0,0.0022241092047179,0.0,0.997775890795282,forest
1043813,1043813.wav,kept_confident,Urban,0.2209881524665548,0.7790118475334452,0.0,0.0,0.7790118475334452,urban
1043928,1043928.wav,kept_confident,Forest,0.9955008429999432,0.0,0.0044991570000568,0.0,0.9955008429999432,forest
1043929,1043929.wav,kept_confident,Forest,0.9955008429999432,0.0,0.0044991570000568,0.0,0.9955008429999432,forest
1043934,1043934.wav,kept_confident,Urban,0.1106169755732672,0.7692671813208418,0.1201158431058908,0.0,0.7692671813208418,urban
1044076,1044076.wav,kept_confident,Urban,0.0756039527182979,0.924396047281702,0.0,0.0,0.924396047281702,urban
1044079,1044079.wav,kept_mixed,Urban,0.3185573886825402,0.6814426113174598,0.0,0.0,0.6814426113174598,urban
1045249,1045249.wav,deleted_misc,Misc,0.0,0.0,0.0791328068556101,0.92086719314439,0.92086719314439,misc
1045459,1045459.wav,kept_confident,Forest,0.7321265371034857,0.1896836757230288,0.0781897871734853,0.0,0.7321265371034857,forest
1046158,1046158.wav,kept_confident,Forest,0.7616099841366734,0.0,0.2383900158633267,0.0,0.7616099841366734,forest
1046296,1046296.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
1046465,1046465.wav,kept_mixed,Open,0.3278758610017125,0.0,0.4394729376014579,0.2326512013968295,0.4394729376014579,open
1046544,1046544.wav,kept_mixed,Forest,0.4561762499147396,0.3048418057626161,0.2389819443226442,0.0,0.4561762499147396,forest
1047697,1047697.wav,kept_mixed,Forest,0.5007702982680639,0.0,0.4992297017319362,0.0,0.5007702982680639,forest
1047739,1047739.wav,kept_confident,Forest,0.897707875661153,0.0,0.1022921243388471,0.0,0.897707875661153,forest
1048483,1048483.wav,kept_confident,Forest,0.9842924521235084,0.0014116772196291,0.0142958706568623,0.0,0.9842924521235084,forest
1048505,1048505.wav,kept_confident,Forest,0.7929769563538551,0.0,0.2070230436461449,0.0,0.7929769563538551,forest
1049166,1049166.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
1049202,1049202.wav,deleted_misc,Misc,0.0896365796448046,0.0005196583156978,0.0924714053531974,0.8173723566863001,0.8173723566863001,misc
1049551,1049551.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
1049665,1049665.wav,kept_mixed,Open,0.305296365218931,0.0,0.694703634781069,0.0,0.694703634781069,open
1049680,1049680.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
1049905,1049905.wav,kept_confident,Open,0.0520372437280527,0.0,0.9479627562719471,0.0,0.9479627562719471,open
1049907,1049907.wav,kept_confident,Open,0.0520372437280527,0.0,0.9479627562719471,0.0,0.9479627562719471,open
1050142,1050142.wav,kept_mixed,Open,0.2836817798969292,0.1493383203186341,0.3206282388042656,0.246351660980171,0.3206282388042656,open
1052058,1052058.wav,kept_confident,Urban,0.005928686774519,0.994071313225481,0.0,0.0,0.994071313225481,urban
1052227,1052227.wav,kept_mixed,Open,0.3311974795553799,0.0,0.3865728358043401,0.2822296846402802,0.3865728358043401,open
1052236,1052236.wav,kept_confident,Forest,0.724852865903524,0.0,0.1817824356895052,0.0933646984069706,0.724852865903524,forest
1052337,1052337.wav,kept_mixed,Urban,0.3750675479070541,0.3879025162461376,0.0424789735489323,0.1945509622978758,0.3879025162461376,urban
1052505,1052505.wav,kept_confident,Forest,0.753617588012907,0.2428725379478654,0.0035098740392275,0.0,0.753617588012907,forest
1053374,1053374.wav,kept_confident,Open,0.0019908896712555,0.0,0.9980091103287444,0.0,0.9980091103287444,open
1054300,1054300.wav,kept_mixed,Urban,0.3750675479070541,0.3879025162461376,0.0424789735489323,0.1945509622978758,0.3879025162461376,urban
1054556,1054556.wav,kept_mixed,Urban,0.3137219192475109,0.4544083654375343,0.2318697153149547,0.0,0.4544083654375343,urban
1054634,1054634.wav,kept_mixed,Forest,0.5380513566674752,0.3838960292440204,0.0780526140885044,0.0,0.5380513566674752,forest
1055050,1055050.wav,kept_mixed,Forest,0.5380635782741657,0.031447588593211,0.4304888331326231,0.0,0.5380635782741657,forest
1055506,1055506.wav,kept_mixed,Forest,0.5380635782741657,0.031447588593211,0.4304888331326231,0.0,0.5380635782741657,forest
1056257,1056257.wav,deleted_misc,Misc,0.2896456531375764,0.0243637111410083,0.0474766208281964,0.6385140148932187,0.6385140148932187,misc
1058630,1058630.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
1059378,1059378.wav,kept_mixed,Forest,0.472118211488807,0.2084491559365652,0.0231318545535113,0.2963007780211165,0.472118211488807,forest
107683,107683.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
108277,108277.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
109532,109532.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
109536,109536.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
109870,109870.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
110371,110371.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
110372,110372.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
110680,110680.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
112217,112217.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
112218,112218.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
112219,112219.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
112471,112471.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
112546,112546.wav,kept_confident,Open,0.1210191082802547,0.0,0.8789808917197452,0.0,0.8789808917197452,open
112547,112547.wav,kept_confident,Open,0.0,0.0387096774193548,0.961290322580645,0.0,0.961290322580645,open
112770,112770.wav,kept_confident,Forest,0.7643312101910827,0.0,0.2356687898089172,0.0,0.7643312101910827,forest
112808,112808.wav,kept_confident,Open,0.1666666666666666,0.0,0.8333333333333333,0.0,0.8333333333333333,open
113620,113620.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
113678,113678.wav,kept_confident,Open,0.0,0.0258064516129032,0.9741935483870968,0.0,0.9741935483870968,open
113784,113784.wav,kept_confident,Open,0.0,0.0897435897435897,0.9102564102564102,0.0,0.9102564102564102,open
113898,113898.wav,kept_confident,Open,0.1210191082802547,0.0,0.8789808917197452,0.0,0.8789808917197452,open
113902,113902.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
114123,114123.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
114183,114183.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
114269,114269.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
114309,114309.wav,kept_confident,Open,0.0192307692307692,0.0,0.9807692307692308,0.0,0.9807692307692308,open
114310,114310.wav,kept_confident,Open,0.0192307692307692,0.0,0.9807692307692308,0.0,0.9807692307692308,open
114311,114311.wav,kept_confident,Open,0.0192307692307692,0.0,0.9807692307692308,0.0,0.9807692307692308,open
115586,115586.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
116408,116408.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
116411,116411.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
117013,117013.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
117017,117017.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
117018,117018.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
117164,117164.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
117166,117166.wav,kept_mixed,Forest,0.5870967741935483,0.0,0.4129032258064515,0.0,0.5870967741935483,forest
117170,117170.wav,kept_mixed,Forest,0.5870967741935483,0.0,0.4129032258064515,0.0,0.5870967741935483,forest
118373,118373.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
118374,118374.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
118375,118375.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
118376,118376.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
118381,118381.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
120134,120134.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
120142,120142.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
120330,120330.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
120340,120340.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
120342,120342.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
120343,120343.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
120344,120344.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
120347,120347.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
120451,120451.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
120595,120595.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
120972,120972.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
120975,120975.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
120978,120978.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
120991,120991.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
121005,121005.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
121009,121009.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
121032,121032.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
121033,121033.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
121034,121034.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
121035,121035.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
121039,121039.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
121041,121041.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
121308,121308.wav,kept_confident,Open,0.0,0.0897435897435897,0.9102564102564102,0.0,0.9102564102564102,open
121310,121310.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
121356,121356.wav,kept_mixed,Open,0.0,0.3717948717948717,0.6282051282051282,0.0,0.6282051282051282,open
121377,121377.wav,kept_mixed,Open,0.0,0.3717948717948717,0.6282051282051282,0.0,0.6282051282051282,open
121580,121580.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
121682,121682.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
121684,121684.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
121747,121747.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
121886,121886.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
122024,122024.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
122051,122051.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
122140,122140.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
122176,122176.wav,kept_confident,Forest,0.7884615384615384,0.0,0.2115384615384615,0.0,0.7884615384615384,forest
122177,122177.wav,kept_confident,Urban,0.0,0.7419354838709677,0.2580645161290322,0.0,0.7419354838709677,urban
122450,122450.wav,kept_mixed,Open,0.0,0.3717948717948717,0.6282051282051282,0.0,0.6282051282051282,open
122458,122458.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
122461,122461.wav,kept_mixed,Open,0.0,0.3566878980891719,0.6433121019108281,0.0,0.6433121019108281,open
122470,122470.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
122555,122555.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
122666,122666.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
122673,122673.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
122771,122771.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
122905,122905.wav,kept_confident,Open,0.0,0.1935483870967742,0.8064516129032259,0.0,0.8064516129032259,open
122926,122926.wav,kept_confident,Open,0.0,0.1935483870967742,0.8064516129032259,0.0,0.8064516129032259,open
122930,122930.wav,kept_confident,Open,0.0,0.1935483870967742,0.8064516129032259,0.0,0.8064516129032259,open
122931,122931.wav,kept_confident,Open,0.0,0.1935483870967742,0.8064516129032259,0.0,0.8064516129032259,open
122932,122932.wav,kept_confident,Open,0.0,0.1935483870967742,0.8064516129032259,0.0,0.8064516129032259,open
122934,122934.wav,kept_confident,Open,0.0,0.1935483870967742,0.8064516129032259,0.0,0.8064516129032259,open
122938,122938.wav,kept_confident,Open,0.0,0.1935483870967742,0.8064516129032259,0.0,0.8064516129032259,open
122941,122941.wav,kept_confident,Open,0.0,0.1935483870967742,0.8064516129032259,0.0,0.8064516129032259,open
122942,122942.wav,kept_confident,Open,0.0,0.1935483870967742,0.8064516129032259,0.0,0.8064516129032259,open
123037,123037.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
123038,123038.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
123071,123071.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
123080,123080.wav,kept_mixed,Forest,0.5512820512820513,0.032051282051282,0.4166666666666667,0.0,0.5512820512820513,forest
123084,123084.wav,kept_mixed,Forest,0.5512820512820513,0.032051282051282,0.4166666666666667,0.0,0.5512820512820513,forest
123085,123085.wav,kept_mixed,Forest,0.5512820512820513,0.032051282051282,0.4166666666666667,0.0,0.5512820512820513,forest
123087,123087.wav,kept_mixed,Forest,0.5512820512820513,0.032051282051282,0.4166666666666667,0.0,0.5512820512820513,forest
123172,123172.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
123393,123393.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
123503,123503.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
123513,123513.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
123522,123522.wav,kept_mixed,Urban,0.4012738853503185,0.5350318471337581,0.0636942675159235,0.0,0.5350318471337581,urban
123529,123529.wav,kept_mixed,Urban,0.4012738853503185,0.5350318471337581,0.0636942675159235,0.0,0.5350318471337581,urban
123531,123531.wav,kept_mixed,Urban,0.4012738853503185,0.5350318471337581,0.0636942675159235,0.0,0.5350318471337581,urban
123584,123584.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
123589,123589.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
123626,123626.wav,kept_confident,Urban,0.0,1.0,0.0,0.0,1.0,urban
123762,123762.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
123836,123836.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
124161,124161.wav,kept_confident,Open,0.232258064516129,0.0,0.7677419354838709,0.0,0.7677419354838709,open
125444,125444.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
125448,125448.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
125484,125484.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
126463,126463.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
126464,126464.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
126465,126465.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
126692,126692.wav,kept_confident,Open,0.0,0.0897435897435897,0.9102564102564102,0.0,0.9102564102564102,open
126873,126873.wav,kept_confident,Open,0.0,0.2420382165605095,0.7579617834394904,0.0,0.7579617834394904,open
126874,126874.wav,kept_mixed,Open,0.0,0.4203821656050955,0.5796178343949044,0.0,0.5796178343949044,open
126893,126893.wav,kept_confident,Urban,0.0,0.832258064516129,0.1677419354838709,0.0,0.832258064516129,urban
126898,126898.wav,kept_mixed,Open,0.0,0.4203821656050955,0.5796178343949044,0.0,0.5796178343949044,open
126916,126916.wav,kept_mixed,Open,0.0,0.4580645161290322,0.5419354838709678,0.0,0.5419354838709678,open
126921,126921.wav,kept_confident,Urban,0.0,0.7741935483870966,0.2258064516129032,0.0,0.7741935483870966,urban
126923,126923.wav,kept_mixed,Urban,0.0,0.6025641025641025,0.3974358974358974,0.0,0.6025641025641025,urban
126938,126938.wav,kept_mixed,Urban,0.0,0.6709677419354838,0.3290322580645161,0.0,0.6709677419354838,urban
126940,126940.wav,kept_mixed,Urban,0.0,0.5483870967741935,0.4516129032258064,0.0,0.5483870967741935,urban
126982,126982.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
127070,127070.wav,kept_confident,Forest,0.7643312101910827,0.0,0.2356687898089172,0.0,0.7643312101910827,forest
127074,127074.wav,kept_confident,Forest,0.7643312101910827,0.0,0.2356687898089172,0.0,0.7643312101910827,forest
127265,127265.wav,kept_mixed,Forest,0.5512820512820513,0.032051282051282,0.4166666666666667,0.0,0.5512820512820513,forest
127374,127374.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
127479,127479.wav,kept_confident,Forest,0.7419354838709676,0.0,0.2580645161290322,0.0,0.7419354838709676,forest
127480,127480.wav,kept_confident,Urban,0.0,0.8216560509554139,0.1783439490445859,0.0,0.8216560509554139,urban
127608,127608.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
127755,127755.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
127995,127995.wav,kept_confident,Forest,1.0,0.0,0.0,0.0,1.0,forest
128662,128662.wav,kept_mixed,Open,0.0,0.4487179487179487,0.5512820512820513,0.0,0.5512820512820513,open
128697,128697.wav,kept_mixed,Open,0.3870967741935483,0.0,0.6129032258064515,0.0,0.6129032258064515,open
128699,128699.wav,kept_mixed,Open,0.3870967741935483,0.0,0.6129032258064515,0.0,0.6129032258064515,open
128702,128702.wav,kept_confident,Open,0.0,0.0,1.0,0.0,1.0,open
129137,129137.wav,kept_mixed,Urban,0.0,0.6858974358974359,0.3141025641025641,0.0,0.6858974358974359,urban
129182,129182.wav,kept_mixed,Forest,0.5806451612903225,0.0,0.4193548387096774,0.0,0.5806451612903225,forest
