id,year,habitat,habitat_forest,habitat_urban,habitat_open,habitat_misc,dataset
169054,2012,Open,0,0,1,0,MODIS
168443,2012,Forest,1,0,0,0,MODIS
168387,2012,Open,0,0,1,0,MODIS
167477,2012,Open,0,0,1,0,MODIS
164140,2012,Open,0,0,1,0,MODIS
157317,2012,Urban,0,1,0,0,MODIS
156737,2012,Open,0,0,1,0,MODIS
135554,2012,Open,0,0,1,0,MODIS
121009,2012,Forest,1,0,0,0,MODIS
121005,2012,Forest,1,0,0,0,MODIS
115586,2012,Open,0,0,1,0,MODIS
114311,2012,Open,0.019230769,0,0.9807692307692308,0,MODIS
114310,2012,Open,0.019230769,0,0.9807692307692308,0,MODIS
114309,2012,Open,0.019230769,0,0.9807692307692308,0,MODIS
114183,2012,Urban,0,1,0,0,MODIS
114123,2012,Urban,0,1,0,0,MODIS
113898,2012,Open,0.1210191082802547,0,0.8789808917197452,0,MODIS
113784,2012,Open,0,0.08974359,0.9102564102564102,0,MODIS
113620,2012,Urban,0,1,0,0,MODIS
112770,2012,Forest,0.7643312101910827,0,0.2356687898089172,0,MODIS
112547,2012,Open,0,0.038709677,0.961290323,0,MODIS
112546,2012,Open,0.1210191082802547,0,0.8789808917197452,0,MODIS
112471,2012,Open,0,0,1,0,MODIS
112219,2012,Open,0,0,1,0,MODIS
112218,2012,Open,0,0,1,0,MODIS
112217,2012,Open,0,0,1,0,MODIS
109870,2012,Open,0,0,1,0,MODIS
109536,2012,Forest,1,0,0,0,MODIS
109532,2012,Forest,1,0,0,0,MODIS
108277,2012,Open,0,0,1,0,MODIS
107683,2012,Open,0,0,1,0,MODIS
103203,2012,Open,0,0,1,0,MODIS
103185,2012,Urban,0,0.7834394904458598,0.2165605095541401,0,MODIS
101347,2012,Forest,0.9096774193548388,0,0.090322581,0,MODIS
101331,2012,Open,0,0,1,0,MODIS
99986,2012,Forest,1,0,0,0,MODIS
99984,2012,Forest,1,0,0,0,MODIS
98836,2012,Open,0,0,1,0,MODIS
98719,2012,Open,0,0,1,0,MODIS
98686,2012,Forest,1,0,0,0,MODIS
98655,2012,Open,0.083870968,0,0.9161290322580644,0,MODIS
98638,2012,Open,0,0,1,0,MODIS
98296,2012,Open,0,0,1,0,MODIS
98273,2012,Urban,0,1,0,0,MODIS
98272,2012,Urban,0,1,0,0,MODIS
97298,2012,Open,0,0,1,0,MODIS
97297,2012,Open,0,0,1,0,MODIS
97237,2012,Open,0,0,1,0,MODIS
97195,2012,Open,0,0,1,0,MODIS
96981,2012,Forest,1,0,0,0,MODIS
96980,2012,Forest,1,0,0,0,MODIS
96850,2012,Forest,1,0,0,0,MODIS
96822,2012,Open,0.012820513,0,0.9871794871794872,0,MODIS
96588,2012,Open,0,0,1,0,MODIS
96587,2012,Open,0,0,1,0,MODIS
96414,2012,Open,0.064102564,0,0.935897436,0,MODIS
96310,2012,Open,0,0,1,0,MODIS
95888,2012,Forest,0.9032258064516128,0,0.096774194,0,MODIS
95861,2012,Open,0,0,1,0,MODIS
95786,2012,Urban,0,1,0,0,MODIS
95705,2012,Forest,0.9166666666666666,0,0.083333333,0,MODIS
95206,2012,Open,0,0,1,0,MODIS
94610,2012,Open,0,0,1,0,MODIS
94574,2012,Open,0,0,1,0,MODIS
94442,2012,Open,0,0,1,0,MODIS
94439,2012,Open,0,0,1,0,MODIS
94387,2012,Urban,0,1,0,0,MODIS
94384,2012,Open,0,0,1,0,MODIS
93831,2012,Forest,1,0,0,0,MODIS
93830,2012,Forest,1,0,0,0,MODIS
92726,2012,Open,0,0,1,0,MODIS
408740,2013,Open,0,0,1,0,MODIS
356365,2013,Open,0.1935483870967741,0,0.8064516129032258,0,MODIS
342138,2013,Open,0,0,1,0,MODIS
342136,2013,Open,0,0,1,0,MODIS
181533,2013,Open,0,0,1,0,MODIS
181530,2013,Open,0,0,1,0,MODIS
180730,2013,Open,0,0,1,0,MODIS
180727,2013,Open,0,0,1,0,MODIS
160982,2013,Forest,1,0,0,0,MODIS
153792,2013,Urban,0,1,0,0,MODIS
150417,2013,Open,0,0,1,0,MODIS
150185,2013,Urban,0,0.7197452229299364,0.2802547770700637,0,MODIS
148905,2013,Open,0,0,1,0,MODIS
148904,2013,Open,0,0,1,0,MODIS
148451,2013,Open,0,0,1,0,MODIS
139327,2013,Urban,0,1,0,0,MODIS
139185,2013,Open,0,0.038709677,0.9612903225806452,0,MODIS
135371,2013,Open,0,0,1,0,MODIS
134938,2013,Urban,0,1,0,0,MODIS
132001,2013,Open,0,0,1,0,MODIS
131611,2013,Open,0.012820513,0,0.9871794871794872,0,MODIS
131244,2013,Open,0,0.096774194,0.9032258064516128,0,MODIS
130201,2013,Open,0,0.1337579617834395,0.8662420382165604,0,MODIS
129329,2013,Urban,0,1,0,0,MODIS
129328,2013,Urban,0,1,0,0,MODIS
129327,2013,Urban,0,1,0,0,MODIS
129326,2013,Urban,0,1,0,0,MODIS
129325,2013,Urban,0,1,0,0,MODIS
129324,2013,Urban,0,1,0,0,MODIS
129323,2013,Urban,0,1,0,0,MODIS
129215,2013,Open,0,0,1,0,MODIS
129195,2013,Open,0,0,1,0,MODIS
127995,2013,Forest,1,0,0,0,MODIS
127480,2013,Urban,0,0.8216560509554139,0.1783439490445859,0,MODIS
127479,2013,Forest,0.7419354838709676,0,0.2580645161290322,0,MODIS
127374,2013,Open,0,0,1,0,MODIS
126692,2013,Open,0,0.08974359,0.9102564102564102,0,MODIS
125484,2013,Open,0,0,1,0,MODIS
125448,2013,Open,0,0,1,0,MODIS
125444,2013,Open,0,0,1,0,MODIS
123589,2013,Urban,0,1,0,0,MODIS
123393,2013,Open,0,0,1,0,MODIS
123071,2013,Urban,0,1,0,0,MODIS
123037,2013,Open,0,0,1,0,MODIS
122942,2013,Open,0,0.1935483870967742,0.8064516129032259,0,MODIS
122941,2013,Open,0,0.1935483870967742,0.8064516129032259,0,MODIS
122938,2013,Open,0,0.1935483870967742,0.8064516129032259,0,MODIS
122934,2013,Open,0,0.1935483870967742,0.8064516129032259,0,MODIS
122932,2013,Open,0,0.1935483870967742,0.8064516129032259,0,MODIS
122931,2013,Open,0,0.1935483870967742,0.8064516129032259,0,MODIS
122930,2013,Open,0,0.1935483870967742,0.8064516129032259,0,MODIS
122926,2013,Open,0,0.1935483870967742,0.8064516129032259,0,MODIS
122905,2013,Open,0,0.1935483870967742,0.8064516129032259,0,MODIS
122666,2013,Urban,0,1,0,0,MODIS
122470,2013,Open,0,0,1,0,MODIS
122458,2013,Open,0,0,1,0,MODIS
122177,2013,Urban,0,0.7419354838709677,0.2580645161290322,0,MODIS
122176,2013,Forest,0.7884615384615384,0,0.2115384615384615,0,MODIS
122140,2013,Urban,0,1,0,0,MODIS
122024,2013,Urban,0,1,0,0,MODIS
121886,2013,Urban,0,1,0,0,MODIS
121684,2013,Urban,0,1,0,0,MODIS
121682,2013,Urban,0,1,0,0,MODIS
121580,2013,Open,0,0,1,0,MODIS
121310,2013,Open,0,0,1,0,MODIS
121308,2013,Open,0,0.08974359,0.9102564102564102,0,MODIS
118381,2013,Forest,1,0,0,0,MODIS
117013,2013,Forest,1,0,0,0,MODIS
116408,2013,Forest,1,0,0,0,MODIS
871066,2013,Forest,1,0,0,0,MODIS
306082,2013,Open,0,0,1,0,MODIS
260324,2013,Open,0,0,1,0,MODIS
260301,2013,Open,0,0,1,0,MODIS
208901,2013,Forest,1,0,0,0,MODIS
207850,2013,Open,0,0,1,0,MODIS
207532,2013,Open,0,0,1,0,MODIS
207404,2013,Open,0,0,1,0,MODIS
207396,2013,Open,0,0,1,0,MODIS
207394,2013,Open,0,0,1,0,MODIS
202719,2013,Forest,0.8397435897435896,0,0.1602564102564102,0,MODIS
202487,2013,Urban,0,1,0,0,MODIS
200777,2013,Open,0,0,1,0,MODIS
200096,2013,Open,0.045454545,0,0.9545454545454544,0,MODIS
200095,2013,Open,0.045454545,0,0.9545454545454544,0,MODIS
200094,2013,Open,0.045454545,0,0.9545454545454544,0,MODIS
200093,2013,Open,0.045454545,0,0.9545454545454544,0,MODIS
198076,2013,Open,0,0,1,0,MODIS
197542,2013,Open,0,0,1,0,MODIS
195294,2013,Open,0,0,1,0,MODIS
171580,2013,Open,0,0,1,0,MODIS
171579,2013,Open,0,0,1,0,MODIS
171578,2013,Open,0,0,1,0,MODIS
168223,2013,Open,0,0,1,0,MODIS
168222,2013,Open,0,0,1,0,MODIS
168221,2013,Open,0,0,1,0,MODIS
161875,2013,Forest,0.9032258064516128,0,0.096774194,0,MODIS
161874,2013,Forest,0.9032258064516128,0,0.096774194,0,MODIS
161872,2013,Forest,0.9032258064516128,0,0.096774194,0,MODIS
161857,2013,Forest,1,0,0,0,MODIS
161267,2013,Forest,1,0,0,0,MODIS
160981,2013,Forest,1,0,0,0,MODIS
156901,2013,Open,0,0,1,0,MODIS
156268,2013,Urban,0,1,0,0,MODIS
156084,2013,Forest,1,0,0,0,MODIS
154709,2013,Open,0,0,1,0,MODIS
154526,2013,Forest,0.9032258064516128,0,0.096774194,0,MODIS
154474,2013,Urban,0,1,0,0,MODIS
153823,2013,Open,0,0,1,0,MODIS
153591,2013,Open,0,0.1935483870967742,0.8064516129032259,0,MODIS
153302,2013,Open,0,0,1,0,MODIS
152818,2013,Urban,0,1,0,0,MODIS
152594,2013,Open,0,0,1,0,MODIS
152593,2013,Open,0,0,1,0,MODIS
152592,2013,Open,0,0,1,0,MODIS
152464,2013,Forest,0.8397435897435898,0,0.1602564102564102,0,MODIS
152463,2013,Forest,0.8397435897435898,0,0.1602564102564102,0,MODIS
152453,2013,Forest,0.9032258064516128,0,0.096774194,0,MODIS
152049,2013,Open,0,0,1,0,MODIS
151390,2013,Urban,0,1,0,0,MODIS
149885,2013,Urban,0,1,0,0,MODIS
149824,2013,Open,0,0,1,0,MODIS
149182,2013,Open,0,0,1,0,MODIS
149174,2013,Open,0,0,1,0,MODIS
148989,2013,Urban,0,0.864516129,0.1354838709677419,0,MODIS
148714,2013,Open,0,0,1,0,MODIS
148487,2013,Open,0,0,1,0,MODIS
147624,2013,Forest,0.9161290322580644,0,0.083870968,0,MODIS
147623,2013,Forest,0.9161290322580644,0,0.083870968,0,MODIS
147249,2013,Open,0,0,1,0,MODIS
147243,2013,Open,0,0,1,0,MODIS
147242,2013,Open,0,0,1,0,MODIS
147239,2013,Open,0,0,1,0,MODIS
145287,2013,Open,0,0,1,0,MODIS
145281,2013,Open,0,0,1,0,MODIS
145165,2013,Open,0,0,1,0,MODIS
144517,2013,Urban,0,1,0,0,MODIS
144324,2013,Urban,0,1,0,0,MODIS
144323,2013,Urban,0,1,0,0,MODIS
144322,2013,Urban,0,1,0,0,MODIS
144319,2013,Urban,0,1,0,0,MODIS
143529,2013,Open,0,0,1,0,MODIS
142426,2013,Open,0,0,1,0,MODIS
142080,2013,Open,0,0,1,0,MODIS
141690,2013,Urban,0,1,0,0,MODIS
141689,2013,Urban,0,1,0,0,MODIS
141645,2013,Open,0,0,1,0,MODIS
139947,2013,Urban,0,1,0,0,MODIS
139802,2013,Forest,1,0,0,0,MODIS
139788,2013,Forest,0.8974358974358975,0,0.1025641025641025,0,MODIS
139542,2013,Urban,0,1,0,0,MODIS
139354,2013,Urban,0,1,0,0,MODIS
138200,2013,Open,0,0,1,0,MODIS
138198,2013,Open,0,0,1,0,MODIS
138180,2013,Open,0,0,1,0,MODIS
138015,2013,Forest,0.9161290322580644,0,0.083870968,0,MODIS
137973,2013,Open,0,0,1,0,MODIS
135179,2013,Open,0,0,1,0,MODIS
134883,2013,Forest,0.9161290322580644,0,0.083870968,0,MODIS
134527,2013,Open,0,0,1,0,MODIS
134344,2013,Open,0,0,1,0,MODIS
134264,2013,Open,0,0.090322581,0.9096774193548388,0,MODIS
134214,2013,Urban,0,1,0,0,MODIS
134210,2013,Urban,0,1,0,0,MODIS
133965,2013,Forest,1,0,0,0,MODIS
133909,2013,Open,0,0,1,0,MODIS
133907,2013,Open,0.141025641,0,0.8589743589743589,0,MODIS
133904,2013,Open,0,0,1,0,MODIS
133903,2013,Open,0,0,1,0,MODIS
133267,2013,Open,0,0,1,0,MODIS
133144,2013,Open,0,0,1,0,MODIS
133123,2013,Open,0,0,1,0,MODIS
132626,2013,Forest,1,0,0,0,MODIS
132625,2013,Forest,1,0,0,0,MODIS
132623,2013,Forest,1,0,0,0,MODIS
132578,2013,Open,0,0,1,0,MODIS
132492,2013,Open,0,0,1,0,MODIS
132426,2013,Open,0,0,1,0,MODIS
132232,2013,Open,0,0,1,0,MODIS
132231,2013,Open,0,0,1,0,MODIS
132221,2013,Open,0,0,1,0,MODIS
132212,2013,Open,0,0,1,0,MODIS
132210,2013,Open,0,0,1,0,MODIS
132207,2013,Open,0,0,1,0,MODIS
132206,2013,Open,0,0,1,0,MODIS
132116,2013,Open,0,0,1,0,MODIS
131731,2013,Forest,0.9161290322580644,0,0.083870968,0,MODIS
131706,2013,Open,0,0,1,0,MODIS
131591,2013,Forest,0.9161290322580644,0,0.083870968,0,MODIS
131590,2013,Forest,0.9161290322580644,0,0.083870968,0,MODIS
131260,2013,Forest,1,0,0,0,MODIS
131258,2013,Forest,1,0,0,0,MODIS
131217,2013,Urban,0,1,0,0,MODIS
131114,2013,Urban,0,1,0,0,MODIS
130957,2013,Open,0,0,1,0,MODIS
130229,2013,Urban,0,1,0,0,MODIS
130228,2013,Urban,0,1,0,0,MODIS
129704,2013,Open,0,0,1,0,MODIS
129635,2013,Open,0,0,1,0,MODIS
129622,2013,Open,0,0,1,0,MODIS
129527,2013,Open,0,0,1,0,MODIS
129467,2013,Forest,1,0,0,0,MODIS
129350,2013,Urban,0,1,0,0,MODIS
129332,2013,Open,0,0,1,0,MODIS
129331,2013,Open,0,0,1,0,MODIS
129330,2013,Open,0,0,1,0,MODIS
129184,2013,Forest,1,0,0,0,MODIS
129183,2013,Forest,1,0,0,0,MODIS
128702,2013,Open,0,0,1,0,MODIS
127755,2013,Open,0,0,1,0,MODIS
127608,2013,Open,0,0,1,0,MODIS
127074,2013,Forest,0.7643312101910827,0,0.2356687898089172,0,MODIS
127070,2013,Forest,0.7643312101910827,0,0.2356687898089172,0,MODIS
126982,2013,Open,0,0,1,0,MODIS
126921,2013,Urban,0,0.7741935483870966,0.2258064516129032,0,MODIS
126893,2013,Urban,0,0.832258065,0.1677419354838709,0,MODIS
126873,2013,Open,0,0.2420382165605095,0.7579617834394904,0,MODIS
126465,2013,Open,0,0,1,0,MODIS
126464,2013,Open,0,0,1,0,MODIS
126463,2013,Open,0,0,1,0,MODIS
124161,2013,Open,0.232258065,0,0.7677419354838709,0,MODIS
123836,2013,Open,0,0,1,0,MODIS
123762,2013,Open,0,0,1,0,MODIS
123626,2013,Urban,0,1,0,0,MODIS
123584,2013,Urban,0,1,0,0,MODIS
123513,2013,Open,0,0,1,0,MODIS
123503,2013,Open,0,0,1,0,MODIS
123172,2013,Urban,0,1,0,0,MODIS
123038,2013,Open,0,0,1,0,MODIS
122673,2013,Urban,0,1,0,0,MODIS
122555,2013,Open,0,0,1,0,MODIS
122051,2013,Urban,0,1,0,0,MODIS
121747,2013,Open,0,0,1,0,MODIS
121041,2013,Open,0,0,1,0,MODIS
121039,2013,Open,0,0,1,0,MODIS
121035,2013,Open,0,0,1,0,MODIS
121034,2013,Open,0,0,1,0,MODIS
121033,2013,Forest,1,0,0,0,MODIS
121032,2013,Forest,1,0,0,0,MODIS
120991,2013,Open,0,0,1,0,MODIS
120978,2013,Open,0,0,1,0,MODIS
120975,2013,Open,0,0,1,0,MODIS
120972,2013,Open,0,0,1,0,MODIS
120595,2013,Open,0,0,1,0,MODIS
118376,2013,Open,0,0,1,0,MODIS
118375,2013,Open,0,0,1,0,MODIS
118374,2013,Open,0,0,1,0,MODIS
118373,2013,Open,0,0,1,0,MODIS
117018,2013,Open,0,0,1,0,MODIS
117017,2013,Open,0,0,1,0,MODIS
116411,2013,Forest,1,0,0,0,MODIS
303321,2014,Urban,0,1,0,0,MODIS
303316,2014,Urban,0,1,0,0,MODIS
235125,2014,Open,0,0,1,0,MODIS
199092,2014,Forest,1,0,0,0,MODIS
197903,2014,Forest,1,0,0,0,MODIS
197888,2014,Urban,0,1,0,0,MODIS
195340,2014,Open,0,0,1,0,MODIS
194869,2014,Open,0,0,1,0,MODIS
187853,2014,Open,0,0,1,0,MODIS
187852,2014,Open,0,0,1,0,MODIS
185865,2014,Open,0,0,1,0,MODIS
185864,2014,Open,0,0,1,0,MODIS
183420,2014,Open,0,0,1,0,MODIS
179754,2014,Open,0,0,1,0,MODIS
179752,2014,Open,0,0,1,0,MODIS
177770,2014,Forest,1,0,0,0,MODIS
177409,2014,Open,0,0,1,0,MODIS
177407,2014,Open,0,0,1,0,MODIS
175109,2014,Open,0,0,1,0,MODIS
175104,2014,Open,0,0,1,0,MODIS
175102,2014,Open,0,0,1,0,MODIS
174773,2014,Open,0,0,1,0,MODIS
172453,2014,Open,0,0,1,0,MODIS
170185,2014,Open,0.064102564,0,0.935897436,0,MODIS
170122,2014,Open,0,0,1,0,MODIS
169873,2014,Urban,0,1,0,0,MODIS
169779,2014,Forest,1,0,0,0,MODIS
168910,2014,Open,0,0,1,0,MODIS
168865,2014,Forest,1,0,0,0,MODIS
168436,2014,Forest,1,0,0,0,MODIS
168433,2014,Forest,1,0,0,0,MODIS
168429,2014,Forest,0.923076923,0,0.076923077,0,MODIS
168105,2014,Forest,0.9161290322580644,0,0.083870968,0,MODIS
167131,2014,Open,0,0,1,0,MODIS
167095,2014,Open,0,0,1,0,MODIS
